Time, PositionX, PositionZ, PositionY, CollisionCounting, Braking, Velocity, SteerAngle, deviance
0,56.9,59.6,.,.,False,0.8716424,12.5,True
0,56.9,59.6,.,.,False,0.8716424,12.5,False
0.02000046,56.9,59.6,.,.,False,0.8808842,12.5,False
0.03783798,56.9,59.6,.,.,False,0.8392471,12.5,False
0.05233002,56.9,59.6,.,.,False,0.8392471,12.5,False
0.05744553,56.9,59.6,.,.,False,0.7692698,12.5,False
0.07077789,56.9,59.6,.,.,False,0.7692698,12.5,False
0.08360672,56.9,59.6,.,.,False,0.6851298,12.5,False
0.09925079,56.9,59.6,.,.,False,0.5964921,12.5,False
0.1112556,56.9,59.6,.,.,False,0.5964921,12.5,False
0.1262474,56.9,59.6,.,.,False,0.5096768,12.5,False
0.1410522,56.9,59.6,.,.,False,0.4285502,12.5,False
0.1551704,56.9,59.6,.,.,False,0.3552085,12.5,False
0.1703682,56.9,59.6,.,.,False,0.3552085,12.5,False
0.182827,56.9,59.6,.,.,False,0.2905955,12.5,False
0.1978569,56.9,59.6,.,.,False,0.2348479,12.5,False
0.2114716,56.9,59.6,.,.,False,0.2348479,12.5,False
0.224247,56.9,59.6,.,.,False,0.1875862,12.5,False
0.239563,56.9,59.6,.,.,False,0.1481014,12.5,False
0.2642288,56.9,59.6,.,.,False,0.1155657,12.5,False
0.2789879,56.9,59.6,.,.,False,0.08910825,12.5,False
0.2859993,56.9,59.6,.,.,False,0.08910825,12.5,False
0.2969742,56.9,59.6,.,.,False,0.06783458,12.5,False
0.310421,56.9,59.6,.,.,False,0.06783458,12.5,False
0.3244896,56.9,59.6,.,.,False,0.05093078,12.5,False
0.3387451,56.9,59.6,.,.,False,0.0376622,12.5,False
0.3525391,56.9,59.6,.,.,False,0.0376622,12.5,False
0.3662605,56.9,59.6,.,.,False,0.02736697,12.5,False
0.3801689,56.9,59.6,.,.,False,0.01946644,12.5,False
0.3926926,56.9,59.6,.,.,False,0.01946644,12.5,False
0.4062996,56.9,59.6,.,.,False,0.01349126,12.5,False
0.4201241,56.9,59.6,.,.,False,0.009040616,12.5,False
0.4338722,56.9,59.6,.,.,False,0.009040616,12.5,False
0.4487267,56.9,59.6,.,.,False,0.005759161,12.5,False
0.4718781,56.9,59.6,.,.,False,0,12.5,False
0.4875336,56.9,59.6,.,.,False,0,12.5,False
0.4939613,56.9,59.6,.,.,False,0,12.5,False
0.5071487,56.9,59.6,.,.,False,0,12.5,False
0.5226402,56.9,59.6,.,.,False,0,12.5,False
0.5388718,56.9,59.6,.,.,False,0,12.5,False
0.5639038,56.9,59.6,.,.,False,0,12.5,False
0.5791893,56.9,59.6,.,.,False,0,12.5,False
0.585228,56.9,59.6,.,.,False,0,12.5,False
0.5975418,56.9,59.6,.,.,False,0,12.5,False
0.6114578,56.9,59.6,.,.,False,0,12.5,False
0.6263504,56.9,59.6,.,.,False,0,12.5,False
0.6417618,56.9,59.6,.,.,False,0,12.5,False
0.657589,56.9,59.6,.,.,False,0,12.5,False
0.6716805,56.9,59.6,.,.,False,0,12.5,False
0.6855621,56.9,59.6,.,.,False,0,12.5,False
0.7011032,56.9,59.6,.,.,False,0,12.5,False
0.7166252,56.9,59.6,.,.,False,0,12.5,False
0.7307892,56.9,59.6,.,.,False,0,12.5,False
0.7431793,56.9,59.6,.,.,False,0,12.5,False
0.7586632,56.9,59.6,.,.,False,0,12.5,False
0.7726746,56.9,59.6,.,.,False,0,12.5,False
0.7858963,56.9,59.6,.,.,False,0,12.5,False
0.8001595,56.9,59.6,.,.,False,0,12.5,False
0.8145943,56.9,59.6,.,.,False,0,12.5,False
0.8280411,56.9,59.6,.,.,False,0,12.5,False
0.8429031,56.9,59.6,.,.,False,0,12.5,False
0.8575325,56.9,59.6,.,.,False,0,12.5,False
0.8710136,56.9,59.6,.,.,False,0,12.5,False
0.8843994,56.9,59.6,.,.,False,0,12.5,False
0.8985786,56.9,59.6,.,.,False,0,12.5,False
0.9109879,56.9,59.6,.,.,False,0,12.5,False
0.9248772,56.9,59.6,.,.,False,0,12.5,False
0.9388466,56.9,59.6,.,.,False,0,12.5,False
0.9529381,56.9,59.6,.,.,False,0,12.5,False
0.9659271,56.9,59.6,.,.,False,0,12.5,False
0.9799042,56.9,59.6,.,.,False,0,12.5,False
0.9927254,56.9,59.6,.,.,False,0,12.5,False
1.006676,56.9,59.6,.,.,False,0,12.5,False
1.021942,56.9,59.6,.,.,False,0,12.5,False
1.038342,56.9,59.6,.,.,False,0,12.5,False
1.053383,56.9,59.6,.,.,False,0,12.5,False
1.077599,56.9,59.6,.,.,False,0,12.5,False
1.091953,56.9,59.6,.,.,False,0,12.5,False
1.097008,56.9,59.6,.,.,False,0,12.5,False
1.107998,56.9,59.6,.,.,False,0,12.5,False
1.122334,56.9,59.6,.,.,False,0,12.5,False
1.136494,56.9,59.6,.,.,False,0,12.5,False
1.151093,56.9,59.6,.,.,False,0,12.5,False
1.164406,56.9,59.6,.,.,False,0,12.5,False
1.177727,56.9,59.6,.,.,False,0,12.5,False
1.191517,56.9,59.6,.,.,False,0,12.5,False
1.204582,56.9,59.6,.,.,False,0,12.5,False
1.219017,56.9,59.6,.,.,False,0,12.5,False
1.232536,56.9,59.6,.,.,False,0,12.5,False
1.244392,56.9,59.6,.,.,False,0,12.5,False
1.260651,56.9,59.6,.,.,False,0,12.5,False
1.273602,56.9,59.6,.,.,False,0,12.5,False
1.286724,56.9,59.6,.,.,False,0,12.5,False
1.300903,56.9,59.6,.,.,False,0,12.5,False
1.314583,56.9,59.6,.,.,False,0,12.5,False
1.327114,56.9,59.6,.,.,False,0,12.5,False
1.340622,56.9,59.6,.,.,False,0,12.5,False
1.3545,56.9,59.6,.,.,False,0,12.5,False
1.369228,56.9,59.6,.,.,False,0,12.5,False
1.382156,56.9,59.6,.,.,False,0,12.5,False
1.394695,56.9,59.6,.,.,False,0,12.5,False
1.408779,56.9,59.6,.,.,False,0,12.5,False
1.422367,56.9,59.6,.,.,False,0,12.5,False
1.435936,56.9,59.6,.,.,False,0,12.5,False
1.449852,56.9,59.6,.,.,False,0,12.5,False
1.463379,56.9,59.6,.,.,False,0,12.5,False
1.476067,56.9,59.6,.,.,False,0,12.5,False
1.490974,56.9,59.6,.,.,False,0,12.5,False
1.504021,56.9,59.6,.,.,False,0,12.5,False
1.518089,56.9,59.6,.,.,False,0,12.5,False
1.532135,56.9,59.6,.,.,False,0,12.5,False
1.54565,56.9,59.6,.,.,False,0,12.5,False
1.561409,56.9,59.6,.,.,False,0,12.5,False
1.574463,56.9,59.6,.,.,False,0,12.5,False
1.587769,56.9,59.6,.,.,False,0,12.5,False
1.60257,56.9,59.6,.,.,False,0,12.5,False
1.615337,56.9,59.6,.,.,False,0,12.5,False
1.629246,56.9,59.6,.,.,False,0,12.5,False
1.642441,56.9,59.6,.,.,False,0,12.5,False
1.65831,56.9,59.6,.,.,False,0,12.5,False
1.671242,56.9,59.6,.,.,False,0,12.5,False
1.684532,56.9,59.6,.,.,False,0,12.5,False
1.700268,56.9,59.6,.,.,False,0,12.5,False
1.713688,56.9,59.6,.,.,False,0,12.5,False
1.727497,56.9,59.6,.,.,False,0,12.5,False
1.752533,56.9,59.6,.,.,False,0,12.5,False
1.768021,56.9,59.6,.,.,False,0,12.5,False
1.782791,56.9,59.6,.,.,False,0,12.5,False
1.79768,56.9,59.6,.,.,False,0,12.5,False
1.803459,56.9,59.6,.,.,False,0,12.5,False
1.816177,56.9,59.6,.,.,False,0,12.5,False
1.828762,56.9,59.6,.,.,False,0,12.5,False
1.843155,56.9,59.6,.,.,False,0,12.5,False
1.859779,56.9,59.6,.,.,False,0,12.5,False
1.874104,56.9,59.6,.,.,False,0,12.5,False
1.888882,56.9,59.6,.,.,False,0,12.5,False
1.905464,56.9,59.6,.,.,False,0,12.5,False
1.92112,56.9,59.6,.,.,False,0,12.5,False
1.936722,56.9,59.6,.,.,False,0,12.5,False
1.952587,56.9,59.6,.,.,False,0,12.5,False
1.979343,56.9,59.6,.,.,False,0,12.5,False
1.99464,56.9,59.6,.,.,False,0,12.5,False
2.00106,56.9,59.6,.,.,False,0,12.5,False
2.011082,56.9,59.6,.,.,False,0,12.5,False
2.027096,56.9,59.6,.,.,False,0,12.5,False
2.043594,56.9,59.6,.,.,False,0,12.5,False
2.057903,56.9,59.6,.,.,False,0,12.5,False
2.072838,56.9,59.6,.,.,False,0,12.5,False
2.08614,56.9,59.6,.,.,False,0,12.5,False
2.101181,56.9,59.6,.,.,False,0,12.5,False
2.115154,56.9,59.6,.,.,False,0,12.5,False
2.128006,56.9,59.6,.,.,False,0,12.5,False
2.1427,56.9,59.6,.,.,False,0,12.5,False
2.157372,56.9,59.6,.,.,False,0,12.5,False
2.172356,56.9,59.6,.,.,False,0,12.5,False
2.185806,56.9,59.6,.,.,False,0,12.5,False
2.20052,56.9,59.6,.,.,False,0,12.5,False
2.215145,56.9,59.6,.,.,False,0,12.5,False
2.228462,56.9,59.6,.,.,False,0,12.5,False
2.24321,56.9,59.6,.,.,False,0,12.5,False
2.257263,56.9,59.6,.,.,False,0,12.5,False
2.271393,56.9,59.6,.,.,False,0,12.5,False
2.285206,56.9,59.6,.,.,False,0,12.5,False
2.29924,56.9,59.6,.,.,False,0,12.5,False
2.311665,56.9,59.6,.,.,False,0,12.5,False
2.325588,56.9,59.6,.,.,False,0,12.5,False
2.339748,56.9,59.6,.,.,False,0,12.5,False
2.353203,56.9,59.6,.,.,False,0,12.5,False
2.366432,56.9,59.6,.,.,False,0,12.5,False
2.38023,56.9,59.6,.,.,False,0,12.5,False
2.392876,56.9,59.6,.,.,False,0,12.5,False
2.407734,56.9,59.6,.,.,False,0,12.5,False
2.431774,56.9,59.6,.,.,False,0,12.5,False
