Time, PositionX, PositionZ, PositionY, CollisionCounting, Braking, Velocity, SteerAngle, deviance
0,-57.2,-2.700038,.,.,False,6.325181,0,False
0,-57.2,-2.700038,.,.,False,6.325181,0,False
0.01999998,-57.2,-2.701079,.,.,False,4.720111,0,False
0.02605641,-57.2,-2.701403,.,.,False,3.558435,0,False
0.04438138,-57.2,-2.701403,.,.,False,3.558435,0,False
0.05691254,-57.2,-2.701459,.,.,False,2.782579,0,False
0.06380439,-57.2,-2.701459,.,.,False,2.782579,0,False
0.07774568,-57.2,-2.701446,.,.,False,2.277029,0,False
0.09117222,-57.2,-2.701446,.,.,False,1.944634,0,False
0.1058238,-57.2,-2.701446,.,.,False,1.709883,0,False
0.1216774,-57.2,-2.701446,.,.,False,1.709883,0,False
0.136166,-57.2,-2.701445,.,.,False,1.523759,0,False
0.1506128,-57.2,-2.701445,.,.,False,1.37635,0,False
0.1660298,-57.2,-2.701445,.,.,False,1.253509,0,False
0.1808519,-57.2,-2.701445,.,.,False,1.253509,0,False
0.1942921,-57.2,-2.701445,.,.,False,1.10527,0,False
0.2078229,-57.2,-2.701445,.,.,False,0.9540793,0,False
0.222663,-57.2,-2.701445,.,.,False,0.9540793,0,False
0.2368454,-57.2,-2.701445,.,.,False,0.8093071,0,False
0.2515863,-57.2,-2.701445,.,.,False,0.6761117,0,False
0.2659296,-57.2,-2.701445,.,.,False,0.5571594,0,False
0.2798973,-57.2,-2.701445,.,.,False,0.5571594,0,False
0.2945691,-57.2,-2.701445,.,.,False,0.4533654,0,False
0.3096417,-57.2,-2.701445,.,.,False,0.3644927,0,False
0.3232037,-57.2,-2.701445,.,.,False,0.3644927,0,False
0.3373042,-57.2,-2.701446,.,.,False,0.2896645,0,False
0.3519832,-57.2,-2.701446,.,.,False,0.2275455,0,False
0.3660339,-57.2,-2.701446,.,.,False,0.1766393,0,False
0.3805035,-57.2,-2.701446,.,.,False,0.1766393,0,False
0.3943108,-57.2,-2.701446,.,.,False,0.1354658,0,False
0.4072007,-57.2,-2.701447,.,.,False,0.1025228,0,False
0.4216381,-57.2,-2.701447,.,.,False,0.1025228,0,False
0.435732,-57.2,-2.701447,.,.,False,0.0764892,0,False
0.450488,-57.2,-2.701447,.,.,False,0.05614388,0,False
0.4650768,-57.2,-2.701447,.,.,False,0.05614388,0,False
0.4790295,-57.2,-2.701447,.,.,False,0.04043302,0,False
0.4942287,-57.2,-2.701447,.,.,False,0.02845785,0,False
0.5079838,-57.2,-2.701448,.,.,False,0.01946211,0,False
0.5226036,-57.2,-2.701448,.,.,False,0.01946211,0,False
0.5370024,-57.2,-2.701448,.,.,False,0.01279066,0,False
0.5521058,-57.2,-2.701448,.,.,False,0.007929733,0,False
0.5688165,-57.2,-2.701448,.,.,False,0.004464049,0,False
0.5832738,-57.2,-2.701448,.,.,False,0.004464049,0,False
0.5981466,-57.2,-2.701449,.,.,False,0.002051681,0,False
0.612604,-57.2,-2.701449,.,.,False,0.0004406983,0,False
0.6273731,-57.2,-2.701449,.,.,False,0.0006027386,0,False
0.6398979,-57.2,-2.701449,.,.,False,0.0006027386,0,False
0.6538233,-57.2,-2.701449,.,.,False,0.00122445,0,False
0.6683496,-57.2,-2.701449,.,.,False,0,0,False
0.6822666,-57.2,-2.701449,.,.,False,0,0,False
0.6961516,-57.2,-2.701449,.,.,False,0,0,False
0.710569,-57.2,-2.701449,.,.,False,0,0,False
0.7235857,-57.2,-2.701449,.,.,False,0,0,False
0.7382094,-57.2,-2.701449,.,.,False,0,0,False
0.7524818,-57.2,-2.701449,.,.,False,0,0,False
0.767208,-57.2,-2.701449,.,.,False,0,0,False
0.7811455,-57.2,-2.701449,.,.,False,0,0,False
0.7951165,-57.2,-2.701449,.,.,False,0,0,False
0.8091871,-57.2,-2.701449,.,.,False,0,0,False
0.8228122,-57.2,-2.701449,.,.,False,0,0,False
0.8375293,-57.2,-2.701449,.,.,False,0,0,False
0.8526307,-57.2,-2.701449,.,.,False,0,0,False
0.8682944,-57.2,-2.701449,.,.,False,0,0,False
0.8818852,-57.2,-2.701449,.,.,False,0,0,False
0.8953806,-57.2,-2.701449,.,.,False,0,0,False
0.9096946,-57.2,-2.701449,.,.,False,0,0,False
0.9224423,-57.2,-2.701449,.,.,False,0,0,False
0.9366614,-57.2,-2.701449,.,.,False,0,0,False
0.9510363,-57.2,-2.701449,.,.,False,0,0,False
0.9651436,-57.2,-2.701449,.,.,False,0,0,False
0.978773,-57.2,-2.701449,.,.,False,0,0,False
0.9934579,-57.2,-2.701449,.,.,False,0,0,False
1.006626,-57.2,-2.701449,.,.,False,0,0,False
1.020852,-57.2,-2.701449,.,.,False,0,0,False
1.034545,-57.2,-2.701449,.,.,False,0,0,False
1.049098,-57.2,-2.701449,.,.,False,0,0,False
1.063116,-57.2,-2.701449,.,.,False,0,0,False
1.077181,-57.2,-2.701449,.,.,False,0,0,False
1.09023,-57.2,-2.701449,.,.,False,0,0,False
1.104875,-57.2,-2.701449,.,.,False,0,0,False
1.118504,-57.2,-2.701449,.,.,False,0,0,False
1.132561,-57.2,-2.701449,.,.,False,0,0,False
1.147723,-57.2,-2.701449,.,.,False,0,0,False
1.161142,-57.2,-2.701449,.,.,False,0,0,False
1.175666,-57.2,-2.701449,.,.,False,0,0,False
1.190083,-57.2,-2.701449,.,.,False,0,0,False
1.21075,-57.2,-2.701449,.,.,False,0,0,False
1.231004,-57.2,-2.701449,.,.,False,0,0,False
1.246376,-57.2,-2.701449,.,.,False,0,0,False
1.251954,-57.2,-2.701449,.,.,False,0,0,False
1.264163,-57.2,-2.701449,.,.,False,0,0,False
1.279198,-57.2,-2.701449,.,.,False,0,0,False
1.293854,-57.2,-2.701449,.,.,False,0,0,False
1.306422,-57.2,-2.701449,.,.,False,0,0,False
1.321263,-57.2,-2.701449,.,.,False,0,0,False
1.334844,-57.2,-2.701449,.,.,False,0,0,False
1.349117,-57.2,-2.701449,.,.,False,0,0,False
1.36323,-57.2,-2.701449,.,.,False,0,0,False
